,id,carat,cut,color,clarity,depth,table,x,y,z,price
16344,16345,0.3,Premium,D,SI2,60.2,60.0,4.35,4.32,2.61,574
19591,19592,1.0,Fair,E,SI1,65.8,59.0,6.07,6.15,4.02,4798
4533,4534,0.7,Premium,G,SI1,59.9,58.0,5.8,5.68,3.44,2016
1064,1065,1.01,Good,H,SI2,57.9,59.0,6.64,6.59,3.83,3903
25668,25669,0.36,Premium,E,VVS2,61.7,59.0,4.56,4.52,2.8,1102
25895,25896,0.33,Very Good,E,SI1,63.4,55.0,4.4,4.37,2.78,743
23601,23602,0.38,Ideal,F,SI2,62.0,55.0,4.67,4.69,2.9,568
26948,26949,0.35,Ideal,D,SI1,61.6,56.0,4.53,4.49,2.78,827
13196,13197,1.01,Very Good,I,SI1,63.4,55.0,6.39,6.35,4.04,4185
3662,3663,0.34,Very Good,H,VS2,61.9,56.0,4.46,4.49,2.77,537
7,8,0.5,Premium,E,SI1,61.5,62.0,5.09,5.06,3.12,1415
23188,23189,0.51,Ideal,G,VVS2,,57.0,5.18,5.13,3.17,1974
1377,1378,0.34,Ideal,I,IF,61.9,55.0,4.5,4.52,2.79,695
10243,10244,1.51,Fair,J,VS1,65.2,56.0,7.16,7.11,4.65,7139
8270,8271,1.23,Ideal,G,VVS2,60.3,57.0,6.98,6.97,4.21,10304
4782,4783,0.33,Ideal,F,VVS2,61.9,56.0,4.46,4.42,2.75,1040
24287,24288,0.42,Premium,E,SI1,62.7,57.0,4.83,4.77,3.01,992
23111,23112,0.41,Ideal,F,VVS2,62.6,55.0,4.76,4.73,2.97,1192
2869,2870,0.8,Ideal,I,VS1,62.2,58.0,5.92,5.95,3.69,2906
21384,21385,0.4,Very Good,E,VS2,,57.0,4.66,4.7,2.9,912
17228,17229,1.14,Very Good,F,SI1,61.3,62.0,6.71,6.77,4.13,6194
17596,17597,1.01,Very Good,F,SI2,62.7,55.0,6.32,6.4,3.99,4853
18567,18568,0.47,Ideal,G,SI1,60.8,56.0,5.0,5.03,3.05,1163
6093,6094,0.24,Ideal,G,IF,61.7,56.0,3.99,4.01,2.47,559
18386,18387,1.08,Ideal,E,SI2,61.7,57.0,6.6,6.55,4.06,5080
15400,15401,0.24,Very Good,G,VVS1,61.7,56.0,3.98,4.02,2.46,504
14776,14777,1.12,Ideal,F,SI2,61.8,55.0,6.69,6.66,4.13,4140
7613,7614,0.34,Ideal,F,VVS1,61.1,56.0,4.5,4.53,2.76,1174
13550,13551,0.55,Ideal,J,SI1,61.2,55.0,5.29,5.3,3.24,982
24801,24802,1.5,Premium,I,VS2,62.9,58.0,7.17,7.08,4.48,8820
24857,24858,0.32,Premium,H,VS2,60.7,58.0,4.43,4.46,2.7,505
10504,10505,2.3,Ideal,I,SI1,62.2,60.0,8.43,8.39,5.23,17193
20858,20859,1.21,Premium,F,SI2,61.5,61.0,6.82,6.77,4.18,5387
6476,6477,1.0,Premium,F,SI1,63.0,60.0,6.34,6.24,3.97,4234
25615,25616,0.63,Premium,E,VVS1,60.9,60.0,5.52,5.55,3.37,2765
8128,8129,0.71,Ideal,D,VS2,61.4,57.0,5.73,5.77,3.53,3222
16249,16250,1.13,Very Good,E,SI1,60.8,58.0,6.71,6.77,4.1,5086
1279,1280,0.4,Premium,F,VVS2,59.4,59.0,4.85,4.78,2.86,1008
13577,13578,1.2,Premium,H,SI1,62.9,56.0,6.8,6.74,4.26,6129
1660,1661,1.03,Very Good,G,VS1,61.3,56.1,6.5,6.52,3.99,7511
20417,20418,0.9,Premium,E,VS2,63.0,58.0,6.16,6.13,3.87,4625
18709,18710,1.01,Premium,D,VS1,,58.0,6.6,6.54,3.94,8286
10273,10274,0.65,Premium,D,VVS2,59.9,58.0,5.69,5.63,3.39,3003
2755,2756,0.33,Ideal,J,VS1,61.6,54.0,4.5,4.52,2.78,451
6565,6566,0.33,Premium,G,VS2,62.6,58.0,4.4,4.36,2.74,743
24560,24561,0.51,Premium,G,VVS1,60.2,58.0,5.24,5.2,3.14,2027
24693,24694,1.51,Ideal,H,SI1,62.7,56.0,7.32,7.38,4.61,9694
16251,16252,0.4,Premium,E,SI1,62.0,55.0,4.74,4.68,2.92,945
18964,18965,1.11,Very Good,E,SI2,62.8,55.0,6.6,6.62,4.15,4914
17151,17152,0.58,Very Good,D,VS2,60.2,57.0,5.41,5.45,3.27,1977
11081,11082,1.37,Ideal,G,VVS1,62.6,55.0,7.07,7.12,4.44,12342
11004,11005,1.5,Good,E,VS2,63.9,58.0,7.2,7.24,4.61,13899
9570,9571,0.72,Very Good,E,SI1,63.3,56.0,5.67,5.71,3.6,3183
12996,12997,0.7,Ideal,F,SI1,,54.0,5.72,5.75,3.54,2662
4374,4375,1.03,Premium,G,SI2,60.6,60.0,6.53,6.5,3.95,4557
24950,24951,1.24,Ideal,F,VS1,61.5,54.0,6.93,6.89,4.25,10138
4305,4306,0.76,Ideal,H,SI1,62.4,55.0,5.87,5.83,3.65,2371
1484,1485,0.38,Ideal,E,SI2,61.5,55.0,4.69,4.72,2.89,603
20597,20598,0.52,Ideal,F,VS2,60.6,55.0,5.19,5.27,3.17,1662
23861,23862,1.0,Good,G,SI2,64.2,57.0,6.25,6.27,4.02,3906
19331,19332,1.0,Good,E,SI1,63.1,64.0,6.31,6.25,3.96,4435
5008,5009,1.04,Good,E,SI1,63.8,58.0,6.46,6.39,4.1,5766
21713,21714,1.12,Good,H,SI1,59.8,61.0,6.72,6.85,4.06,5094
25000,25001,0.24,Very Good,D,VVS2,59.5,62.0,4.04,4.06,2.41,521
21951,21952,1.03,Fair,G,SI1,64.7,63.0,6.36,6.31,4.1,4424
16343,16344,2.02,Very Good,H,SI2,62.3,58.0,7.97,8.04,4.99,15064
11407,11408,1.51,Fair,J,SI1,63.4,60.0,7.31,7.18,4.59,6976
4112,4113,1.5,Very Good,E,VS2,60.7,60.0,7.32,7.41,4.47,14256
26326,26327,1.04,Premium,E,SI2,60.1,60.0,6.53,6.51,3.92,4436
8325,8326,0.71,Premium,E,VS2,62.4,60.0,5.68,5.66,3.54,2613
4494,4495,0.51,Ideal,G,VS1,59.7,57.0,5.2,5.25,3.12,1656
471,472,1.51,Ideal,G,VS1,61.9,57.0,7.37,7.34,4.55,14674
5153,5154,1.04,Premium,G,VVS1,58.2,60.0,6.71,6.66,3.89,6890
2882,2883,0.33,Very Good,D,VS1,63.2,56.0,4.45,4.44,2.81,1109
23819,23820,0.46,Very Good,E,SI1,61.8,57.0,4.93,4.98,3.06,968
11,12,1.1,Premium,D,SI1,60.7,55.0,6.74,6.71,4.08,6468
17975,17976,0.41,Ideal,F,VVS2,61.4,56.0,4.81,4.76,2.94,1192
20771,20772,2.18,Premium,J,SI1,62.9,59.0,8.25,8.21,5.18,13938
6571,6572,0.9,Good,H,VVS1,64.3,59.0,6.04,6.09,3.9,4381
14868,14869,0.54,Ideal,F,VS2,61.3,57.0,5.28,5.25,3.23,1572
3090,3091,1.51,Good,I,SI1,63.8,59.0,7.27,7.21,4.62,6266
25841,25842,1.01,Premium,F,VS1,61.3,58.0,6.44,6.52,3.97,6999
18972,18973,1.09,Very Good,F,VS2,61.4,54.0,6.66,6.7,4.1,6990
19808,19809,0.71,Very Good,G,SI2,61.3,58.0,5.73,5.75,3.52,2081
25524,25525,1.63,Very Good,I,SI1,62.0,54.0,7.6,7.67,4.73,9090
11891,11892,1.71,Ideal,G,VS1,61.4,57.0,7.72,7.65,4.72,17204
9759,9760,0.27,Premium,H,VVS2,60.7,59.0,4.19,4.21,2.55,486
4689,4690,0.71,Fair,G,SI2,64.8,58.0,5.6,5.57,3.62,2055
18660,18661,0.37,Ideal,E,VS2,61.2,57.0,4.58,4.64,2.82,811
16631,16632,0.9,Ideal,G,VVS2,61.9,56.0,6.15,6.22,3.83,5335
7051,7052,1.3,Ideal,F,SI2,62.2,56.0,7.0,6.96,4.34,6559
7856,7857,0.73,Very Good,G,VS1,62.4,58.1,5.71,5.75,3.58,2999
17018,17019,1.0,Ideal,G,VVS2,59.8,54.0,6.58,6.54,3.92,7885
20585,20586,0.5,Very Good,G,VVS1,61.5,56.0,5.11,5.14,3.15,1843
20307,20308,1.5,Good,E,SI1,58.5,59.0,7.45,7.49,4.37,11554
16910,16911,1.01,Premium,H,VS1,61.2,61.0,6.44,6.41,3.93,5294
26711,26712,0.79,Ideal,G,SI1,61.8,56.0,5.93,5.91,3.66,2831
21036,21037,1.21,Very Good,I,SI2,62.1,59.0,6.8,6.86,4.24,4791
6575,6576,1.05,Ideal,H,SI2,61.2,57.0,6.59,6.54,4.02,4410
20744,20745,0.31,Very Good,H,SI1,62.9,56.0,4.27,4.31,2.7,435
19807,19808,0.7,Good,H,VVS2,61.4,64.0,5.73,5.61,3.48,2475
2021,2022,0.52,Ideal,G,VS2,60.8,57.0,5.19,5.21,3.16,1595
11989,11990,2.02,Fair,J,SI2,64.6,55.0,7.93,7.84,5.09,9853
14338,14339,1.57,Ideal,G,VS2,61.7,56.0,7.42,7.49,4.6,14283
10786,10787,1.02,Good,E,SI1,63.7,62.0,6.31,6.4,4.05,4443
5719,5720,1.0,Very Good,E,SI1,63.5,61.0,6.33,6.24,3.99,5174
1413,1414,1.31,Premium,I,VS1,62.8,57.0,6.98,6.9,4.36,5759
26684,26685,0.4,Premium,D,VS1,62.5,60.0,4.72,4.66,2.93,1200
4235,4236,0.5,Fair,F,SI1,65.1,59.0,5.01,4.92,3.23,994
8089,8090,0.71,Ideal,D,VS2,60.4,53.0,5.81,5.85,3.52,3020
781,782,1.0,Ideal,G,VS2,62.3,56.0,6.43,6.32,3.97,5887
21253,21254,1.01,Very Good,F,VVS2,63.0,56.0,6.34,6.4,4.01,8265
14182,14183,1.01,Very Good,G,VS2,61.6,61.0,6.36,6.46,3.95,5759
24010,24011,0.55,Ideal,G,VVS1,62.6,56.0,5.24,5.27,3.29,2116
22575,22576,0.56,Very Good,D,SI1,63.0,58.0,5.21,5.24,3.29,1746
10883,10884,1.01,Fair,F,SI1,65.0,61.0,6.29,6.23,4.07,5131
4779,4780,1.51,Very Good,D,VS2,63.2,57.0,7.27,7.25,4.59,12311
4448,4449,0.23,Good,F,VVS1,58.1,52.0,4.03,4.1,2.36,458
20868,20869,0.34,Ideal,I,SI1,61.9,57.0,4.49,4.52,2.79,459
13197,13198,0.9,Very Good,H,SI1,63.2,61.0,6.12,6.03,3.84,3242
19485,19486,1.12,Premium,E,SI2,61.1,58.0,6.73,6.69,4.1,5620
20348,20349,1.24,Ideal,H,SI1,60.9,57.0,6.9,6.95,4.22,6488
19846,19847,0.3,Ideal,G,SI2,61.8,57.0,4.31,4.33,2.67,422
19996,19997,0.59,Very Good,E,VS1,60.0,56.0,5.46,5.5,3.29,2021
22229,22230,2.02,Very Good,E,SI1,59.8,59.0,8.11,8.2,4.88,18731
11952,11953,0.3,Ideal,H,VS2,61.9,54.6,4.27,4.33,2.67,486
4564,4565,2.0,Very Good,E,SI2,62.9,56.0,7.94,8.0,5.01,16064
9337,9338,0.32,Ideal,D,VS2,61.5,56.0,4.44,4.41,2.72,972
10007,10008,0.51,Ideal,F,VVS2,61.7,56.0,5.11,5.13,3.16,2197
20650,20651,0.7,Ideal,F,VS1,61.6,55.0,5.68,5.71,3.51,3399
17419,17420,1.31,Very Good,J,SI2,61.8,59.0,6.96,7.02,4.32,5100
7774,7775,1.2,Premium,H,SI1,62.4,59.0,6.72,6.68,4.18,5592
14255,14256,0.31,Premium,G,VVS1,59.9,62.0,4.37,4.35,2.61,1046
8939,8940,1.51,Very Good,H,VS1,61.5,54.0,7.34,7.42,4.54,10045
5285,5286,1.01,Premium,F,SI2,62.4,58.0,6.41,6.37,3.99,4497
17558,17559,1.51,Very Good,F,VS2,,63.0,7.35,7.26,4.52,13945
19033,19034,0.52,Very Good,G,SI1,59.6,62.0,5.18,5.23,3.1,1244
19376,19377,1.01,Premium,G,SI1,,59.0,6.48,6.44,3.96,5006
9466,9467,0.68,Very Good,F,SI1,60.1,57.9,5.69,5.74,3.43,1964
6329,6330,1.22,Premium,G,SI1,61.2,60.0,6.82,6.75,4.15,6449
24532,24533,0.27,Ideal,E,VVS1,62.3,56.0,4.17,4.15,2.59,799
13077,13078,1.01,Very Good,D,SI1,62.5,61.0,6.34,6.4,3.98,5832
16227,16228,0.34,Ideal,E,VVS1,62.2,56.0,4.45,4.49,2.78,1014
5531,5532,0.42,Premium,G,VS2,60.6,58.0,4.83,4.88,2.94,847
19230,19231,0.39,Ideal,F,VS1,62.2,56.0,4.63,4.7,2.9,958
7685,7686,1.22,Ideal,H,SI1,61.8,57.0,6.85,6.83,4.23,6776
23156,23157,0.5,Very Good,F,VS2,60.6,58.0,5.07,5.12,3.09,1436
16043,16044,0.54,Ideal,H,VVS1,61.1,57.0,5.22,5.26,3.2,1846
17504,17505,0.71,Premium,F,VS1,61.1,58.0,5.76,5.72,3.51,2942
2107,2108,1.61,Premium,J,SI2,62.2,59.0,7.52,7.47,4.66,7245
10347,10348,0.7,Premium,D,SI2,59.3,59.0,5.79,5.74,3.42,2562
3737,3738,0.32,Ideal,E,IF,62.3,54.0,4.38,4.41,2.74,1018
24616,24617,1.1,Very Good,E,SI2,63.0,56.0,6.59,6.55,4.14,5073
3236,3237,2.0,Ideal,I,VS1,62.3,56.0,8.08,8.03,5.02,12907
19992,19993,0.58,Good,F,SI1,63.1,57.0,5.29,5.33,3.35,1388
9568,9569,1.23,Premium,H,SI2,61.2,57.0,6.89,6.86,4.21,5373
22974,22975,1.06,Very Good,F,VS2,61.5,58.0,6.53,6.57,4.03,7706
14949,14950,1.01,Very Good,G,SI1,63.3,57.0,6.37,6.35,4.02,4185
8914,8915,0.33,Ideal,E,VS2,61.7,55.0,4.45,4.47,2.75,792
15583,15584,0.31,Ideal,H,IF,62.2,54.0,4.38,4.4,2.73,789
26398,26399,1.32,Premium,I,SI2,60.8,58.0,7.03,7.11,4.3,4704
17553,17554,0.7,Premium,F,SI1,62.1,59.0,5.68,5.72,3.54,2196
8718,8719,0.9,Very Good,E,SI2,63.2,61.0,6.06,5.99,3.81,3239
3784,3785,0.7,Very Good,E,VS1,62.8,57.0,5.65,5.68,3.56,3145
994,995,1.05,Ideal,I,VS2,62.2,55.8,6.49,6.52,4.04,6279
4950,4951,0.3,Ideal,F,VVS1,61.7,57.0,4.28,4.31,2.65,1041
16777,16778,1.0,Premium,D,SI2,62.4,58.0,6.36,6.33,3.96,4816
13407,13408,0.51,Ideal,E,VS2,61.7,53.0,5.18,5.2,3.2,1590
20253,20254,0.3,Premium,G,VVS2,62.0,60.0,4.33,4.25,2.66,878
23751,23752,1.01,Very Good,E,SI2,63.3,58.0,6.4,6.31,4.02,3674
11195,11196,0.31,Ideal,G,VVS1,62.0,55.0,4.34,4.37,2.7,789
6717,6718,1.11,Very Good,H,SI1,63.2,58.0,6.53,6.61,4.15,5192
22916,22917,1.06,Ideal,G,VVS1,61.6,57.0,6.55,6.53,4.03,8643
10434,10435,2.28,Ideal,E,SI2,62.0,55.0,8.49,8.45,5.25,16969
3458,3459,0.27,Good,E,VS1,57.5,63.0,4.24,4.28,2.45,377
17274,17275,0.93,Ideal,G,SI2,61.0,54.0,6.35,6.32,3.87,3114
11297,11298,0.41,Ideal,E,VS1,61.8,57.0,4.76,4.79,2.95,1079
23317,23318,2.15,Fair,J,I1,65.5,57.0,8.01,7.95,5.23,5430
11204,11205,0.56,Good,E,VS1,61.7,65.0,5.21,5.23,3.22,1938
4836,4837,1.22,Premium,F,SI2,62.5,57.0,6.78,6.73,4.22,5794
21833,21834,0.74,Premium,F,SI1,58.8,61.0,5.88,5.82,3.44,2042
20821,20822,0.91,Very Good,D,SI1,60.8,60.0,6.24,6.21,3.79,4561
15053,15054,0.5,Fair,D,VVS1,65.9,64.0,4.92,5.03,3.28,1792
23401,23402,0.53,Ideal,E,VS2,62.0,55.0,5.17,5.21,3.22,1607
13055,13056,1.06,Ideal,E,SI2,62.2,55.0,6.54,6.51,4.06,5319
12118,12119,0.3,Ideal,F,VVS1,62.0,54.2,4.31,4.33,2.68,854
14020,14021,0.78,Very Good,H,SI2,62.9,55.0,5.83,5.87,3.68,2125
10572,10573,0.91,Very Good,J,SI1,62.8,59.0,6.14,6.19,3.87,2956
17803,17804,0.3,Ideal,E,VS2,61.2,55.0,4.31,4.35,2.65,658
19450,19451,0.3,Ideal,I,VS1,61.0,56.0,4.35,4.37,2.66,473
9014,9015,0.51,Ideal,G,VVS1,60.8,56.0,5.21,5.22,3.17,1839
21574,21575,1.54,Ideal,H,SI1,61.1,56.0,7.45,7.42,4.54,9562
8126,8127,1.51,Ideal,I,SI1,61.1,59.0,7.4,7.37,4.51,8342
22706,22707,1.06,Very Good,D,VS2,59.6,60.0,6.68,6.71,3.99,7149
18293,18294,0.28,Ideal,E,VVS2,62.1,56.0,4.21,4.19,2.61,828
22981,22982,0.9,Good,G,SI1,57.7,65.0,6.25,6.29,3.62,3669
1188,1189,0.5,Ideal,G,VS1,62.3,55.0,5.11,5.07,3.17,1746
15946,15947,0.32,Very Good,G,SI2,62.4,59.0,4.35,4.4,2.73,421
9537,9538,1.03,Ideal,G,VS1,61.4,55.0,6.5,6.53,4.0,7481
17594,17595,0.31,Premium,D,SI1,61.2,60.0,4.35,4.41,2.68,571
15993,15994,0.53,Ideal,D,VS2,61.2,55.0,5.21,5.25,3.2,1857
18458,18459,0.4,Premium,E,SI1,62.8,59.0,4.73,4.7,2.96,907
5273,5274,0.7,Premium,E,VS1,62.7,57.0,5.68,5.64,3.55,2818
11973,11974,0.7,Very Good,E,VS2,62.8,57.0,5.66,5.68,3.56,2553
16039,16040,0.52,Ideal,F,SI1,62.0,53.0,5.16,5.2,3.21,1223
5333,5334,0.75,Ideal,G,VVS2,62.2,56.0,5.78,5.82,3.61,3879
26030,26031,0.41,Very Good,E,VS1,62.8,56.0,4.72,4.77,2.98,834
11002,11003,0.4,Ideal,I,SI1,62.2,55.0,4.72,4.77,2.95,654
26524,26525,0.55,Ideal,F,VS2,62.7,55.0,5.26,5.24,3.29,1698
2061,2062,0.23,Very Good,E,VVS1,61.4,59.0,3.93,3.99,2.43,530
5246,5247,0.53,Very Good,E,VS2,63.5,59.0,5.17,5.13,3.27,1678
6868,6869,0.31,Very Good,F,VVS1,62.4,57.0,4.3,4.32,2.69,897
20495,20496,2.07,Ideal,H,SI2,63.5,53.0,8.12,8.09,5.14,18198
14627,14628,1.11,Premium,H,SI1,61.5,59.0,6.69,6.64,4.1,5315
19837,19838,1.2,Very Good,H,VS1,62.0,57.0,6.77,6.81,4.21,6177
19764,19765,2.38,Premium,H,VS1,60.9,59.0,8.62,8.59,5.24,18522
10375,10376,0.2,Premium,E,SI2,,62.0,3.79,3.75,2.27,345
26957,26958,2.09,Premium,H,SI2,60.6,59.0,8.27,8.22,5.0,17805
5485,5486,1.56,Premium,H,VS2,62.2,58.0,7.41,7.44,4.62,10424
18750,18751,0.31,Ideal,D,SI1,62.4,53.0,4.35,4.33,2.71,732
21101,21102,0.31,Ideal,H,VVS2,61.3,56.0,4.37,4.4,2.69,778
18519,18520,0.9,Good,G,VVS1,64.0,55.0,6.05,6.02,3.86,4382
13645,13646,1.29,Very Good,I,VS1,,58.0,6.98,7.03,4.28,5562
13414,13415,0.34,Ideal,F,SI2,61.9,54.0,4.51,4.53,2.8,426
3437,3438,1.1,Premium,F,SI1,59.5,59.0,6.77,6.7,4.01,5821
2411,2412,1.27,Very Good,I,VS2,62.6,59.0,6.86,6.95,4.32,6007
2598,2599,0.3,Ideal,I,SI1,61.9,58.0,4.27,4.32,2.66,422
10645,10646,0.37,Fair,F,SI1,65.3,56.0,4.53,4.47,2.94,527
11758,11759,1.15,Premium,G,VS2,61.5,58.0,6.76,6.71,4.14,6492
6207,6208,1.02,Premium,G,SI2,60.7,56.0,6.56,6.51,3.97,3904
21213,21214,1.52,Premium,H,VS1,61.4,58.0,7.44,7.3,4.55,11621
20964,20965,0.7,Good,I,SI1,63.6,55.0,5.62,5.58,3.56,1995
2422,2423,0.37,Very Good,E,SI1,61.4,60.0,4.6,4.62,2.83,593
15931,15932,0.41,Premium,D,SI2,62.4,60.0,4.77,4.71,2.96,876
5576,5577,1.52,Premium,D,VS1,61.0,59.0,7.48,7.53,4.5,17723
20346,20347,0.36,Ideal,F,IF,61.4,56.0,4.57,4.61,2.82,1063
24459,24460,0.34,Good,F,VS1,60.6,63.0,4.46,4.59,2.74,696
20461,20462,0.4,Ideal,H,VVS1,62.2,55.0,4.75,4.7,2.94,1088
278,279,0.36,Premium,E,VS2,61.3,60.0,4.59,4.54,2.8,1013
12969,12970,0.36,Ideal,H,IF,61.6,56.0,4.56,4.59,2.82,912
726,727,0.3,Ideal,F,VVS1,62.2,56.0,4.27,4.31,2.67,814
17536,17537,0.73,Ideal,I,VS1,,56.0,5.82,5.86,3.56,2596
13638,13639,0.91,Good,G,SI1,63.5,61.0,6.05,6.1,3.86,3776
12402,12403,0.61,Ideal,E,VVS2,62.4,53.6,5.42,5.45,3.39,2907
25029,25030,0.72,Ideal,G,VS2,61.7,55.0,5.72,5.79,3.55,3344
18051,18052,1.0,Premium,D,SI2,60.3,58.0,6.48,6.45,3.9,4295
9073,9074,1.51,Good,D,SI2,61.7,65.0,7.31,7.38,4.53,7384
3818,3819,1.1,Premium,E,VVS2,60.1,58.0,6.76,6.69,4.04,10577
22423,22424,1.52,Very Good,I,SI1,62.6,60.0,7.3,7.33,4.58,8703
21024,21025,0.58,Premium,G,VVS2,59.7,59.0,5.45,5.4,3.24,2095
13117,13118,0.7,Fair,D,SI2,64.5,60.0,5.53,5.47,3.55,2167
18277,18278,0.71,Premium,H,VS2,62.1,58.5,5.68,5.73,3.55,2549
4156,4157,0.32,Premium,G,SI1,62.6,58.0,4.35,4.31,2.71,612
9661,9662,0.52,Ideal,F,VS1,62.1,56.0,5.14,5.2,3.2,1767
11295,11296,0.33,Very Good,G,VS2,62.0,58.0,4.42,4.45,2.75,579
1388,1389,1.51,Ideal,D,VS2,60.9,57.0,7.42,7.45,4.53,15776
21184,21185,0.34,Very Good,E,VS2,62.6,58.0,4.43,4.45,2.78,745
19267,19268,0.32,Premium,I,SI1,61.1,59.0,4.38,4.42,2.69,421
23362,23363,1.8,Premium,I,SI1,61.9,60.0,7.78,7.74,4.8,11948
26246,26247,0.59,Ideal,E,VVS2,61.1,57.0,5.39,5.41,3.3,2911
6549,6550,0.62,Very Good,E,SI2,58.8,63.0,5.58,5.61,3.29,1624
11428,11429,1.03,Ideal,E,SI2,62.3,56.0,6.44,6.52,4.04,4758
1104,1105,1.0,Very Good,F,VS2,63.2,59.0,6.35,6.3,4.0,6296
7369,7370,0.32,Premium,D,VVS2,,60.0,4.37,4.41,2.7,926
13034,13035,1.21,Premium,G,VS2,60.3,60.0,6.89,6.83,4.14,8294
13867,13868,0.7,Good,G,SI2,64.1,56.0,5.64,5.59,3.6,1935
7757,7758,1.34,Ideal,H,VS2,60.8,55.0,7.18,7.12,4.35,7999
6400,6401,0.77,Ideal,D,SI2,62.1,56.0,5.83,5.89,3.64,2896
8455,8456,0.23,Very Good,E,VVS2,60.6,55.0,4.02,4.07,2.45,478
26360,26361,0.31,Ideal,E,SI2,61.3,55.0,4.37,4.34,2.67,558
26079,26080,1.36,Ideal,D,SI2,61.2,57.0,7.15,7.19,4.39,6443
8156,8157,4.0,Very Good,I,I1,63.3,58.0,10.01,9.94,6.31,15984
21382,21383,1.56,Ideal,H,SI2,62.3,55.0,7.39,7.35,4.59,6716
14415,14416,0.3,Premium,E,VVS2,,58.0,4.28,4.25,2.62,1013
18917,18918,1.27,Premium,G,VVS2,61.0,58.0,7.01,6.96,4.26,10389
8588,8589,0.3,Very Good,H,VVS1,61.1,61.0,4.27,4.3,2.62,638
870,871,0.71,Ideal,H,SI2,61.8,55.0,5.75,5.7,3.54,2024
14606,14607,0.3,Premium,G,VVS1,62.4,59.0,4.31,4.25,2.67,905
329,330,1.83,Premium,I,SI1,62.9,55.0,7.9,7.78,4.93,11883
8191,8192,0.92,Premium,D,SI1,62.5,59.0,6.24,6.14,3.87,5028
23574,23575,0.27,Ideal,F,VS2,60.3,56.0,4.21,4.25,2.55,470
26057,26058,1.09,Premium,G,VS2,61.7,58.0,6.6,6.53,4.05,6504
2225,2226,1.0,Very Good,D,SI1,61.4,63.0,6.35,6.41,3.92,6040
12959,12960,1.7,Good,I,I1,63.6,58.0,7.52,7.48,4.77,6474
19781,19782,1.52,Ideal,I,SI2,62.5,58.0,7.29,7.33,4.57,7990
26195,26196,0.55,Very Good,E,VS2,61.7,59.0,5.2,5.27,3.23,1629
5603,5604,0.51,Good,D,SI1,63.3,57.0,5.06,5.09,3.21,1423
1465,1466,0.54,Good,E,SI1,59.9,63.0,5.25,5.3,3.16,1601
2959,2960,0.51,Good,E,SI1,63.5,54.0,5.07,5.1,3.23,1343
24960,24961,1.01,Premium,G,SI2,62.9,57.0,6.39,6.33,4.0,3750
22372,22373,1.02,Premium,G,VVS2,62.6,59.0,6.41,6.46,4.03,7602
17203,17204,1.2,Ideal,J,SI2,61.7,56.0,6.79,6.87,4.21,4659
10344,10345,1.05,Ideal,G,VS1,61.3,57.0,6.51,6.58,4.01,7027
11069,11070,0.4,Ideal,G,SI1,61.5,57.0,4.74,4.76,2.92,942
17738,17739,1.09,Ideal,G,VS1,62.1,55.1,6.57,6.63,4.1,7487
14630,14631,0.72,Ideal,F,VS2,61.3,55.0,5.78,5.83,3.56,3495
24130,24131,0.51,Very Good,D,SI1,61.0,60.0,5.15,5.18,3.15,1569
8130,8131,0.7,Very Good,G,SI2,62.6,56.0,5.65,5.69,3.55,2058
1667,1668,0.78,Ideal,D,VS1,62.2,57.0,5.86,5.9,3.66,4350
1928,1929,0.91,Premium,G,SI2,60.1,62.0,6.24,6.2,3.73,3047
7198,7199,0.42,Ideal,H,VVS2,61.9,55.0,4.83,4.86,3.0,1102
1863,1864,0.23,Good,E,VVS1,59.9,65.0,3.93,3.95,2.36,439
3827,3828,0.25,Ideal,G,VS1,62.3,54.0,4.05,4.11,2.54,438
23563,23564,0.51,Ideal,G,VS1,62.1,55.0,5.14,5.17,3.2,1656
24071,24072,0.4,Ideal,G,VVS1,60.2,60.0,4.78,4.82,2.89,997
15451,15452,0.74,Very Good,I,VS2,60.9,56.0,5.83,5.86,3.56,2459
20690,20691,1.51,Premium,H,VS2,61.2,58.0,7.4,7.36,4.52,11188
8392,8393,1.25,Ideal,I,SI1,59.6,59.0,7.01,7.09,4.2,6066
18432,18433,1.01,Premium,E,SI2,62.6,57.0,6.35,6.33,3.97,4751
1494,1495,0.98,Premium,F,SI2,62.3,56.0,6.44,6.35,3.98,3485
16393,16394,0.32,Premium,H,VS2,61.9,58.0,4.39,4.37,2.71,648
24425,24426,0.7,Premium,D,SI1,62.8,60.0,5.68,5.66,3.56,2782
1197,1198,0.71,Very Good,D,SI1,60.1,60.0,5.76,5.79,3.47,2921
15356,15357,0.53,Ideal,F,VVS2,62.1,56.0,5.22,5.15,3.22,2290
5648,5649,1.22,Ideal,I,VS1,61.9,55.7,6.81,6.84,4.23,6469
13476,13477,0.69,Premium,H,SI1,62.8,58.0,5.65,5.62,3.54,1822
21735,21736,0.3,Ideal,G,IF,61.0,57.0,4.31,4.34,2.64,863
25456,25457,2.04,Good,J,VS2,59.6,56.0,8.26,8.31,4.94,13550
26722,26723,0.3,Ideal,H,VVS2,62.7,53.0,4.29,4.32,2.7,590
9298,9299,1.11,Ideal,H,SI1,62.0,56.0,6.65,6.61,4.11,5102
20291,20292,0.25,Good,E,VVS2,58.0,65.0,4.13,4.18,2.41,476
4150,4151,0.94,Premium,D,SI1,60.7,60.0,6.32,6.27,3.82,4817
